-23.0	0.0025e-03	0.0			0.0
-22.5	0.0025e-03	0.0			0.0
-22.0	0.0091e-03	0.0057e-03	0.0039e-03
-21.5	0.0338e-03	0.0105e-03	0.0085e-03
-21.0	0.0703e-03	0.0148e-03	0.0128e-03
-20.5	0.1910e-03	0.0249e-03	0.0229e-03
-20.0	0.3970e-03	0.0394e-03	0.0357e-03
-19.5	0.5858e-03	0.0527e-03	0.0437e-03
-19.0	0.8375e-03	0.0916e-03	0.0824e-03
-18.5	2.4450e-03	0.3887e-03	0.3515e-03
-18.0	3.6662e-03	1.0076e-03	0.8401e-03
-17.5	5.9126e-03	1.4481e-03	1.2338e-03
