10000000.000000	0.842686
10232929.922808	0.848858
10471285.480509	0.854824
10715193.052376	0.860586
10964781.961432	0.866150
11220184.543020	0.871519
11481536.214969	0.876699
11748975.549395	0.881693
12022644.346174	0.886508
12302687.708124	0.891146
12589254.117942	0.895614
12882495.516931	0.899916
13182567.385564	0.904056
13489628.825916	0.908040
13803842.646029	0.911872
14125375.446227	0.915556
14454397.707459	0.919098
14791083.881682	0.922502
15135612.484362	0.925773
15488166.189125	0.928914
15848931.924611	0.931930
16218100.973589	0.934826
16595869.074375	0.937606
16982436.524617	0.940273
17378008.287494	0.942833
17782794.100389	0.945288
18197008.586100	0.947642
18620871.366628	0.949899
19054607.179632	0.952064
19498445.997580	0.954138
19952623.149689	0.956127
20417379.446695	0.958032
20892961.308540	0.959857
21379620.895022	0.961606
21877616.239495	0.963281
22387211.385683	0.964885
22908676.527677	0.966421
23442288.153199	0.967892
23988329.190194	0.969300
24547089.156850	0.970648
25118864.315095	0.971938
25703957.827688	0.973172
26302679.918953	0.974354
26915348.039269	0.975484
27542287.033381	0.976566
28183829.312644	0.977601
28840315.031265	0.978591
29512092.266663	0.979538
30199517.204019	0.980444
30902954.325135	0.981311
31622776.601683	0.982139
32359365.692962	0.982932
33113112.148258	0.983689
33884415.613919	0.984414
34673685.045252	0.985107
35481338.923357	0.985769
36307805.477009	0.986402
37153522.909716	0.987008
38018939.632055	0.987586
38904514.499427	0.988140
39810717.055349	0.988668
40738027.780410	0.989174
41686938.347032	0.989657
42657951.880158	0.990118
43651583.224015	0.990560
44668359.215095	0.990981
45708818.961486	0.991384
46773514.128718	0.991769
47863009.232262	0.992137
48977881.936843	0.992489
50118723.362726	0.992825
51286138.399135	0.993146
52480746.024975	0.993453
53703179.637023	0.993746
54954087.385760	0.994026
56234132.519033	0.994294
57543993.733714	0.994549
58884365.535557	0.994794
60255958.607433	0.995027
61659500.186146	0.995250
63095734.448017	0.995463
64565422.903463	0.995666
66069344.800757	0.995861
67608297.539195	0.996046
69183097.091891	0.996224
70794578.438411	0.996393
72443596.007496	0.996555
74131024.130089	0.996710
75857757.502915	0.996857
77624711.662866	0.996999
79432823.472425	0.997133
81283051.616406	0.997262
83176377.110263	0.997385
85113803.820234	0.997502
87096358.995604	0.997615
89125093.813370	0.997722
91201083.935587	0.997824
93325430.079695	0.997922
95499258.602139	0.998015
97723722.095576	0.998104
99999999.999995	0.998190
102329299.228070	0.998271
104712854.805085	0.998349
107151930.523755	0.998423
109647819.614313	0.998494
112201845.430191	0.998562
114815362.149682	0.998626
117489755.493947	0.998688
120226443.461735	0.998747
123026877.081232	0.998803
125892541.179410	0.998857
128824955.169306	0.998909
131825673.855633	0.998958
134896288.259158	0.999004
138038426.460281	0.999049
141253754.462267	0.999092
144543977.074585	0.999133
147910838.816812	0.999172
151356124.843612	0.999209
154881661.891239	0.999245
158489319.246102	0.999279
162181009.735883	0.999311
165958690.743746	0.999342
169824365.246164	0.999372
173780082.874927	0.999400
177827941.003881	0.999427
181970085.860987	0.999453
186208713.666275	0.999477
190546071.796313	0.999501
194984459.975792	0.999523
199526231.496875	0.999545
204173794.466940	0.999565
208929613.085390	0.999585
213796208.950209	0.999603
218776162.394941	0.999621
223872113.856819	0.999638
229086765.276762	0.999655
234422881.531976	0.999670
239883291.901933	0.999685
245470891.568486	0.999699
251188643.150941	0.999713
257039578.276869	0.999726
263026799.189520	0.999738
269153480.392673	0.999750
275422870.333797	0.999761
281838293.126425	0.999772
288403150.312640	0.999782
295120922.666617	0.999792
301995172.040180	0.999801
309029543.251336	0.999810
316227766.016815	0.999819
323593656.929604	0.999827
331131121.482566	0.999835
338844156.139177	0.999842
346736850.452505	0.999849
354813389.233548	0.999856
363078054.770074	0.999862
371535229.097144	0.999869
380189396.320532	0.999875
389045144.994250	0.999880
398107170.553466	0.999886
407380277.804081	0.999891
416869383.470302	0.999896
426579518.801559	0.999900
436515832.240131	0.999905
446683592.150927	0.999909
457088189.614838	0.999913
467735141.287160	0.999917
478630092.322599	0.999921
489778819.368406	0.999924
501187233.627231	0.999928
512861383.991322	0.999931
524807460.249728	0.999934
537031796.370207	0.999937
549540873.857578	0.999940
562341325.190301	0.999943
575439937.337107	0.999945
588843655.355538	0.999948
602559586.074305	0.999950
616595001.861428	0.999952
630957344.480137	0.999954
645654229.034598	0.999957
660693448.007537	0.999958
676082975.391921	0.999960
691830970.918874	0.999962
707945784.384074	0.999964
724435960.074924	0.999965
741310241.300849	0.999967
758577575.029114	0.999968
776247116.628620	0.999970
794328234.724207	0.999971
812830516.164023	0.999973
831763771.102593	0.999974
851138038.202296	0.999975
870963589.955998	0.999976
891250938.133660	0.999977
912010839.355822	0.999978
933254300.796901	0.999979
954992586.021343	0.999980
977237220.955715	0.999981
999999999.999902	0.999982
1023292992.280653	0.999983
1047128548.050796	0.999983
1071519305.237500	0.999984
1096478196.143075	0.999985
1122018454.301851	0.999986
1148153621.496767	0.999986
1174897554.939410	0.999987
1202264434.617290	0.999987
1230268770.812255	0.999988
1258925411.794037	0.999989
1288249551.693001	0.999989
1318256738.556270	0.999990
1348962882.591513	0.999990
1380384264.602740	0.999990
1412537544.622606	0.999991
1445439770.745774	0.999991
1479108388.168050	0.999992
1513561248.436046	0.999992
1548816618.912315	0.999992
1584893192.460942	0.999993
1621810097.358754	0.999993
1659586907.437380	0.999993
1698243652.461559	0.999994
1737800828.749184	0.999994
1778279410.038726	0.999994
1819700858.609782	0.999995
1862087136.662660	0.999995
1905460717.963034	0.999995
1949844599.757826	0.999995
1995262314.968654	0.999995
2041737944.669298	0.999996
2089296130.853802	0.999996
2137962089.501988	0.999996
2187761623.949301	0.999996
2238721138.568081	0.999996
2290867652.767508	0.999997
2344228815.319649	0.999997
2398832919.019210	0.999997
2454708915.684742	0.999997
2511886431.509284	0.999997
2570395782.768560	0.999997
2630267991.895070	0.999997
2691534803.926595	0.999997
2754228703.337837	0.999998
2818382931.264115	0.999998
2884031503.126258	0.999998
2951209226.666028	0.999998
3019951720.401649	0.999998
3090295432.513213	0.999998
3162277660.167991	0.999998
3235936569.295884	0.999998
3311311214.825501	0.999998
3388441561.391605	0.999998
3467368504.524884	0.999998
3548133892.335310	0.999999
3630780547.700557	0.999999
3715352290.971257	0.999999
3801893963.205131	0.999999
3890451449.942311	0.999999
3981071705.534464	0.999999
4073802778.040606	0.999999
4168693834.702818	0.999999
4265795188.015376	0.999999
4365158322.401094	0.999999
4466835921.509050	0.999999
4570881896.148153	0.999999
4677351412.871369	0.999999
4786300923.225754	0.999999
4897788193.683815	0.999999
5011872336.272058	0.999999
5128613839.912967	0.999999
5248074602.497025	0.999999
5370317963.701808	0.999999
5495408738.575505	0.999999
5623413251.902733	0.999999
5754399373.370790	0.999999
5888436553.555089	0.999999
6025595860.742755	1.000000
6165950018.613977	1.000000
6309573444.801065	1.000000
6456542290.345665	1.000000
6606934480.075046	1.000000
6760829753.918879	1.000000
6918309709.188400	1.000000
7079457843.840389	1.000000
7244359600.748883	1.000000
7413102413.008131	1.000000
7585775750.290765	1.000000
7762471166.285816	1.000000
7943282347.241684	1.000000
8128305161.639832	1.000000
8317637711.025518	1.000000
8511380382.022541	1.000000
8709635899.559549	1.000000
8912509381.336164	1.000000
9120108393.557772	1.000000
9332543007.968550	1.000000
9549925860.212963	1.000000
9772372209.556673	1.000000
9999999999.998528	1.000000
10232929922.806030	1.000000
10471285480.507442	1.000000
10715193052.374470	1.000000
10964781961.430214	1.000000
11220184543.017954	1.000000
11481536214.967102	1.000000
11748975549.393524	1.000000
12022644346.172312	1.000000
12302687708.121950	1.000000
12589254117.939756	1.000000
12882495516.929373	1.000000
13182567385.562052	1.000000
13489628825.914463	1.000000
13803842646.026720	1.000000
14125375446.225359	1.000000
14454397707.457033	1.000000
14791083881.679773	1.000000
15135612484.359716	1.000000
15488166189.122391	1.000000
15848931924.608646	1.000000
16218100973.586744	1.000000
16595869074.372984	1.000000
16982436524.614752	1.000000
17378008287.490990	1.000000
17782794100.386391	1.000000
18197008586.096924	1.000000
18620871366.625687	1.000000
19054607179.629406	1.000000
19498445997.577305	1.000000
19952623149.685566	1.000000
20417379446.691975	1.000000
20892961308.536991	1.000000
21379620895.018826	1.000000
21877616239.491943	1.000000
22387211385.679714	1.000000
22908676527.673954	1.000000
23442288153.195343	1.000000
23988329190.190926	1.000000
24547089156.846222	1.000000
25118864315.091610	1.000000
25703957827.684338	1.000000
26302679918.949409	1.000000
26915348039.264626	1.000000
27542287033.377014	1.000000
28183829312.639767	1.000000
28840315031.261162	1.000000
29512092266.658833	1.000000
30199517204.015003	1.000000
30902954325.130611	1.000000
31622776601.678360	1.000000
32359365692.957253	1.000000
33113112148.253387	1.000000
33884415613.914383	1.000000
34673685045.247139	1.000000
35481338923.351364	1.000000
36307805477.003792	1.000000
37153522909.710747	1.000000
38018939632.049438	1.000000
38904514499.421204	1.000000
39810717055.342690	1.000000
40738027780.404053	1.000000
41686938347.026131	1.000000
42657951880.151665	1.000000
43651583224.008797	1.000000
44668359215.088310	1.000000
45708818961.479294	1.000000
46773514128.711395	1.000000
47863009232.255188	1.000000
48977881936.835747	1.000000
50118723362.718124	1.000000
51286138399.127144	1.000000
52480746024.967674	1.000000
53703179637.015442	1.000000
54954087385.752365	1.000000
56234132519.024559	1.000000
57543993733.705070	1.000000
58884365535.548004	1.000000
60255958607.424599	1.000000
61659500186.136749	1.000000
63095734448.007553	1.000000
64565422903.453476	1.000000
66069344800.747215	1.000000
67608297539.185471	1.000000
69183097091.880615	1.000000
70794578438.400406	1.000000
72443596007.485275	1.000000
74131024130.077667	1.000000
75857757502.903931	1.000000
77624711662.854355	1.000000
79432823472.412949	1.000000
81283051616.394333	1.000000
83176377110.251099	1.000000
85113803820.221222	1.000000
87096358995.591217	1.000000
89125093813.357269	1.000000
91201083935.573242	1.000000
93325430079.680923	1.000000
95499258602.124939	1.000000
97723722095.561935	1.000000
99999999999.980347	1.000000
102329299228.055267	1.000000
104712854805.069290	1.000000
107151930523.739441	1.000000
109647819614.296753	1.000000
112201845430.174057	1.000000
114815362149.665390	1.000000
117489755493.929489	1.000000
120226443461.717209	1.000000
123026877081.213455	1.000000
125892541179.391373	1.000000
128824955169.287415	1.000000
131825673855.614059	1.000000
134896288259.138016	1.000000
138038426460.260437	1.000000
141253754462.246643	1.000000
144543977074.563232	1.000000
147910838816.790466	1.000000
151356124843.589752	1.000000
154881661891.216278	1.000000
158489319246.078674	1.000000
162181009735.859497	1.000000
165958690743.721680	1.000000
169824365246.139191	1.000000
173780082874.901367	1.000000
177827941003.855194	1.000000
181970085860.960297	1.000000
186208713666.247711	1.000000
190546071796.284698	1.000000
194984459975.763458	1.000000
199526231496.845825	1.000000
204173794466.909729	1.000000
208929613085.359650	1.000000
213796208950.177765	1.000000
218776162394.908661	1.000000
223872113856.786163	1.000000
229086765276.728271	1.000000
234422881531.941925	1.000000
239883291901.897461	1.000000
245470891568.450134	1.000000
251188643150.903778	1.000000
257039578276.830780	1.000000
263026799189.481140	1.000000
269153480392.633057	1.000000
275422870333.756653	1.000000
281838293126.383850	1.000000
288403150312.597473	1.000000
295120922666.573792	1.000000
301995172040.135193	1.000000
309029543251.290955	1.000000
316227766016.768066	1.000000
323593656929.556641	1.000000
331131121482.517639	1.000000
338844156139.127197	1.000000
346736850452.454346	1.000000
354813389233.496155	1.000000
363078054770.020081	1.000000
371535229097.089172	1.000000
380189396320.475708	1.000000
389045144994.192932	1.000000
398107170553.407288	1.000000
407380277804.020569	1.000000
416869383470.240845	1.000000
426579518801.495728	1.000000
436515832240.066528	1.000000
446683592150.861145	1.000000
457088189614.770508	1.000000
467735141287.091003	1.000000
478630092322.528381	1.000000
489778819368.333435	1.000000
501187233627.156677	1.000000
512861383991.246216	1.000000
524807460249.651001	1.000000
537031796370.127991	1.000000
549540873857.496704	1.000000
562341325190.218018	1.000000
575439937337.022461	1.000000
588843655355.451050	1.000000
602559586074.216431	1.000000
616595001861.337158	1.000000
630957344480.044556	1.000000
645654229034.503174	1.000000
660693448007.439575	1.000000
676082975391.821411	1.000000
691830970918.772095	1.000000
707945784383.969360	1.000000
724435960074.817261	1.000000
741310241300.740356	1.000000
758577575029.002075	1.000000
776247116628.505493	1.000000
794328234724.090454	1.000000
812830516163.903442	1.000000
831763771102.469971	1.000000
851138038202.170532	1.000000
870963589955.869507	1.000000
891250938133.529053	1.000000
912010839355.687744	1.000000
933254300796.763428	1.000000
954992586021.202515	1.000000
977237220955.571411	1.000000
999999999999.754639	1.000000
